GTS_USER_PROJECT_ID,GTS_USER_ID,GTS_USER_PROJECT_NAME,GTS_USER_PROJECT_SKILL_IDS,GTS_USER_PROJECT_START_DATE,GTS_USER_PROJECT_END_DATE,GTS_USER_TEAM_SIZE,GTS_PROJECT_DESCRIPTION,GTS_PROJECT_INSTITUTE_ID,GTS_PROJECT_COMPANY_ID
233,222,Network Security Assessment,5,11-06-2021,11-06-2021,1,Conducted audits and applied firewall and encryption strategies.,22,149
234,907,Mobile App Prototype Design,5,3/23/2021,3/23/2021,4,Prototyped a mobile app with a strong focus on UX and accessibility.,23,209
235,954,Cloud Architecture Design,18,7/30/2022,7/30/2022,8,Designed a scalable cloud system using AWS services for high uptime.,81,370
236,901,Project on AI for Healthcare,4,08-03-2020,08-03-2020,8,Developed a model for predicting health outcomes using machine learning.,98,460
237,128,Project on AI for Healthcare,17,11-09-2021,11-09-2021,10,Developed a model for predicting health outcomes using machine learning.,34,258
238,640,Content Marketing Campaign,5,11/13/2021,11/13/2021,5,"Created blog posts, videos, and infographics for a product launch.",79,211
239,51,Mobile App Prototype Design,19,06-03-2023,06-03-2023,5,Prototyped a mobile app with a strong focus on UX and accessibility.,71,128
240,921,Cloud Architecture Design,16,05-03-2024,05-03-2024,1,Designed a scalable cloud system using AWS services for high uptime.,13,429
241,886,Network Security Assessment,3,8/28/2021,8/28/2021,5,Conducted audits and applied firewall and encryption strategies.,37,134
242,757,E-commerce Website Development,11,6/30/2021,6/30/2021,3,Built a responsive web store with secure payments and user login.,94,29
243,175,Content Marketing Campaign,15,08-04-2020,08-04-2020,6,"Created blog posts, videos, and infographics for a product launch.",83,26
244,628,Mobile App Prototype Design,9,05-01-2020,05-01-2020,3,Prototyped a mobile app with a strong focus on UX and accessibility.,9,254
245,20,Mobile App Prototype Design,8,5/17/2020,5/17/2020,10,Prototyped a mobile app with a strong focus on UX and accessibility.,12,9
246,834,Content Marketing Campaign,16,7/16/2020,7/16/2020,9,"Created blog posts, videos, and infographics for a product launch.",15,10
247,299,Mobile App Prototype Design,18,6/30/2021,6/30/2021,10,Prototyped a mobile app with a strong focus on UX and accessibility.,47,74
248,399,Network Security Assessment,17,03-04-2021,03-04-2021,1,Conducted audits and applied firewall and encryption strategies.,92,88
249,946,Network Security Assessment,5,2/17/2021,2/17/2021,2,Conducted audits and applied firewall and encryption strategies.,28,133
250,651,Cloud Architecture Design,13,12/27/2021,12/27/2021,2,Designed a scalable cloud system using AWS services for high uptime.,85,183
251,316,Cloud Architecture Design,14,2/19/2020,2/19/2020,10,Designed a scalable cloud system using AWS services for high uptime.,20,241
252,394,Cloud Architecture Design,15,1/17/2024,1/17/2024,9,Designed a scalable cloud system using AWS services for high uptime.,33,360
253,184,Cloud Architecture Design,13,7/18/2023,7/18/2023,5,Designed a scalable cloud system using AWS services for high uptime.,76,135
254,30,Project on AI for Healthcare,6,11/22/2022,11/22/2022,8,Developed a model for predicting health outcomes using machine learning.,97,182
255,411,Content Marketing Campaign,18,12/17/2023,12/17/2023,7,"Created blog posts, videos, and infographics for a product launch.",38,488
256,284,Project on AI for Healthcare,4,11/29/2022,11/29/2022,4,Developed a model for predicting health outcomes using machine learning.,99,158
257,973,E-commerce Website Development,19,12/30/2024,12/30/2024,9,Built a responsive web store with secure payments and user login.,66,468
258,803,E-commerce Website Development,20,12/26/2024,12/26/2024,2,Built a responsive web store with secure payments and user login.,49,135
259,504,Project on AI for Healthcare,13,10/25/2022,10/25/2022,5,Developed a model for predicting health outcomes using machine learning.,97,49
260,483,Content Marketing Campaign,3,11/16/2022,11/16/2022,6,"Created blog posts, videos, and infographics for a product launch.",40,67
261,929,Mobile App Prototype Design,18,1/13/2022,1/13/2022,2,Prototyped a mobile app with a strong focus on UX and accessibility.,91,364
262,833,E-commerce Website Development,15,5/20/2024,5/20/2024,5,Built a responsive web store with secure payments and user login.,50,294
263,810,Content Marketing Campaign,2,06-11-2023,06-11-2023,4,"Created blog posts, videos, and infographics for a product launch.",48,309
264,959,Mobile App Prototype Design,15,12-04-2023,12-04-2023,4,Prototyped a mobile app with a strong focus on UX and accessibility.,83,422
265,345,Network Security Assessment,7,02-04-2024,02-04-2024,6,Conducted audits and applied firewall and encryption strategies.,68,16
266,182,Cloud Architecture Design,13,10/22/2024,10/22/2024,5,Designed a scalable cloud system using AWS services for high uptime.,2,260
267,177,Network Security Assessment,4,1/23/2021,1/23/2021,9,Conducted audits and applied firewall and encryption strategies.,97,347
268,948,Cloud Architecture Design,13,1/21/2021,1/21/2021,9,Designed a scalable cloud system using AWS services for high uptime.,36,265
269,886,Cloud Architecture Design,16,8/29/2022,8/29/2022,1,Designed a scalable cloud system using AWS services for high uptime.,62,440
270,504,Network Security Assessment,9,01-11-2024,01-11-2024,2,Conducted audits and applied firewall and encryption strategies.,14,397
271,188,Mobile App Prototype Design,14,02-12-2022,02-12-2022,1,Prototyped a mobile app with a strong focus on UX and accessibility.,50,471
272,237,Project on AI for Healthcare,18,3/13/2022,3/13/2022,2,Developed a model for predicting health outcomes using machine learning.,64,102
273,930,Content Marketing Campaign,2,3/30/2024,3/30/2024,2,"Created blog posts, videos, and infographics for a product launch.",96,455
274,951,E-commerce Website Development,10,10/17/2023,10/17/2023,2,Built a responsive web store with secure payments and user login.,86,62
275,80,Network Security Assessment,20,7/13/2020,7/13/2020,6,Conducted audits and applied firewall and encryption strategies.,56,243
276,229,Project on AI for Healthcare,15,5/13/2021,5/13/2021,10,Developed a model for predicting health outcomes using machine learning.,41,288
277,482,Cloud Architecture Design,9,11-06-2024,11-06-2024,9,Designed a scalable cloud system using AWS services for high uptime.,85,309
278,340,Network Security Assessment,10,4/17/2022,4/17/2022,10,Conducted audits and applied firewall and encryption strategies.,84,231
279,487,Cloud Architecture Design,16,1/21/2023,1/21/2023,8,Designed a scalable cloud system using AWS services for high uptime.,67,2
280,299,E-commerce Website Development,11,3/20/2020,3/20/2020,3,Built a responsive web store with secure payments and user login.,77,181
281,819,Network Security Assessment,16,12/21/2021,12/21/2021,5,Conducted audits and applied firewall and encryption strategies.,86,252
282,298,E-commerce Website Development,14,3/26/2021,3/26/2021,7,Built a responsive web store with secure payments and user login.,93,243
283,186,Project on AI for Healthcare,11,06-12-2023,06-12-2023,3,Developed a model for predicting health outcomes using machine learning.,4,437
284,633,Mobile App Prototype Design,20,1/20/2020,1/20/2020,4,Prototyped a mobile app with a strong focus on UX and accessibility.,43,327
285,439,Project on AI for Healthcare,16,12/16/2021,12/16/2021,6,Developed a model for predicting health outcomes using machine learning.,7,176
286,811,Cloud Architecture Design,9,10-07-2023,10-07-2023,1,Designed a scalable cloud system using AWS services for high uptime.,52,228
287,211,Content Marketing Campaign,12,01-04-2020,01-04-2020,4,"Created blog posts, videos, and infographics for a product launch.",61,170
288,332,Content Marketing Campaign,19,1/26/2020,1/26/2020,1,"Created blog posts, videos, and infographics for a product launch.",7,146
289,12,Project on AI for Healthcare,12,6/29/2021,6/29/2021,5,Developed a model for predicting health outcomes using machine learning.,24,32
290,809,Mobile App Prototype Design,18,1/13/2023,1/13/2023,2,Prototyped a mobile app with a strong focus on UX and accessibility.,84,5
291,224,Network Security Assessment,6,2/23/2023,2/23/2023,5,Conducted audits and applied firewall and encryption strategies.,55,333
292,933,E-commerce Website Development,14,2/21/2021,2/21/2021,6,Built a responsive web store with secure payments and user login.,14,113
293,674,Content Marketing Campaign,4,07-09-2023,07-09-2023,4,"Created blog posts, videos, and infographics for a product launch.",9,461
294,146,Mobile App Prototype Design,1,11/18/2021,11/18/2021,2,Prototyped a mobile app with a strong focus on UX and accessibility.,60,471
295,134,Project on AI for Healthcare,16,2/18/2024,2/18/2024,7,Developed a model for predicting health outcomes using machine learning.,61,428
296,279,Mobile App Prototype Design,15,11/29/2022,11/29/2022,10,Prototyped a mobile app with a strong focus on UX and accessibility.,51,495
297,598,Cloud Architecture Design,14,12/18/2024,12/18/2024,3,Designed a scalable cloud system using AWS services for high uptime.,8,254
298,99,Content Marketing Campaign,3,3/13/2022,3/13/2022,5,"Created blog posts, videos, and infographics for a product launch.",92,303
299,953,Cloud Architecture Design,17,6/29/2021,6/29/2021,5,Designed a scalable cloud system using AWS services for high uptime.,13,50
300,126,Cloud Architecture Design,12,8/20/2024,8/20/2024,4,Designed a scalable cloud system using AWS services for high uptime.,92,467
301,479,Project on AI for Healthcare,13,11/21/2024,11/21/2024,5,Developed a model for predicting health outcomes using machine learning.,40,257
302,411,Mobile App Prototype Design,16,10-07-2024,10-07-2024,3,Prototyped a mobile app with a strong focus on UX and accessibility.,18,415
303,208,Project on AI for Healthcare,10,07-04-2023,07-04-2023,1,Developed a model for predicting health outcomes using machine learning.,59,167
304,336,Content Marketing Campaign,17,04-09-2020,04-09-2020,3,"Created blog posts, videos, and infographics for a product launch.",92,208
305,943,E-commerce Website Development,16,12/31/2023,12/31/2023,4,Built a responsive web store with secure payments and user login.,3,170
306,103,E-commerce Website Development,16,4/21/2021,4/21/2021,8,Built a responsive web store with secure payments and user login.,77,495
307,123,Content Marketing Campaign,12,4/26/2023,4/26/2023,4,"Created blog posts, videos, and infographics for a product launch.",77,98
308,726,Mobile App Prototype Design,12,5/27/2020,5/27/2020,3,Prototyped a mobile app with a strong focus on UX and accessibility.,18,373
309,570,Mobile App Prototype Design,11,2/23/2020,2/23/2020,3,Prototyped a mobile app with a strong focus on UX and accessibility.,68,366
310,342,E-commerce Website Development,18,05-04-2020,05-04-2020,7,Built a responsive web store with secure payments and user login.,64,202
311,927,Mobile App Prototype Design,1,7/26/2024,7/26/2024,6,Prototyped a mobile app with a strong focus on UX and accessibility.,12,280
312,393,Project on AI for Healthcare,19,03-09-2023,03-09-2023,1,Developed a model for predicting health outcomes using machine learning.,13,455
313,776,Network Security Assessment,3,7/13/2022,7/13/2022,10,Conducted audits and applied firewall and encryption strategies.,91,68
314,675,Project on AI for Healthcare,11,8/27/2024,8/27/2024,5,Developed a model for predicting health outcomes using machine learning.,40,274
315,541,Network Security Assessment,6,03-11-2021,03-11-2021,4,Conducted audits and applied firewall and encryption strategies.,32,322
316,978,Cloud Architecture Design,6,06-09-2021,06-09-2021,8,Designed a scalable cloud system using AWS services for high uptime.,65,390
317,691,Mobile App Prototype Design,6,11-06-2020,11-06-2020,8,Prototyped a mobile app with a strong focus on UX and accessibility.,62,184
318,250,E-commerce Website Development,14,2/19/2022,2/19/2022,5,Built a responsive web store with secure payments and user login.,85,108
319,975,Mobile App Prototype Design,12,5/24/2021,5/24/2021,1,Prototyped a mobile app with a strong focus on UX and accessibility.,95,200
320,622,Project on AI for Healthcare,19,11/27/2022,11/27/2022,4,Developed a model for predicting health outcomes using machine learning.,26,35
321,561,Mobile App Prototype Design,15,08-04-2023,08-04-2023,9,Prototyped a mobile app with a strong focus on UX and accessibility.,19,359
322,535,Content Marketing Campaign,10,12/20/2024,12/20/2024,6,"Created blog posts, videos, and infographics for a product launch.",15,29
323,923,Project on AI for Healthcare,1,08-01-2022,08-01-2022,6,Developed a model for predicting health outcomes using machine learning.,23,294
324,562,E-commerce Website Development,1,07-11-2024,07-11-2024,5,Built a responsive web store with secure payments and user login.,2,301
325,878,Cloud Architecture Design,14,6/19/2024,6/19/2024,10,Designed a scalable cloud system using AWS services for high uptime.,57,375
326,134,Network Security Assessment,3,11/26/2023,11/26/2023,10,Conducted audits and applied firewall and encryption strategies.,41,195
327,748,Cloud Architecture Design,15,8/13/2021,8/13/2021,9,Designed a scalable cloud system using AWS services for high uptime.,30,397
328,475,Content Marketing Campaign,12,5/26/2023,5/26/2023,7,"Created blog posts, videos, and infographics for a product launch.",72,398
329,390,Mobile App Prototype Design,14,7/25/2022,7/25/2022,3,Prototyped a mobile app with a strong focus on UX and accessibility.,93,265
330,711,Cloud Architecture Design,8,5/16/2021,5/16/2021,10,Designed a scalable cloud system using AWS services for high uptime.,100,280
331,853,Mobile App Prototype Design,11,10/31/2024,10/31/2024,3,Prototyped a mobile app with a strong focus on UX and accessibility.,63,357
332,510,Cloud Architecture Design,18,01-06-2022,01-06-2022,1,Designed a scalable cloud system using AWS services for high uptime.,49,13
333,406,E-commerce Website Development,17,2/20/2021,2/20/2021,7,Built a responsive web store with secure payments and user login.,5,218
334,204,Project on AI for Healthcare,10,11-10-2023,11-10-2023,3,Developed a model for predicting health outcomes using machine learning.,27,327
335,129,Mobile App Prototype Design,6,6/26/2021,6/26/2021,3,Prototyped a mobile app with a strong focus on UX and accessibility.,95,386
336,698,Project on AI for Healthcare,17,02-09-2021,02-09-2021,9,Developed a model for predicting health outcomes using machine learning.,15,349
337,589,Content Marketing Campaign,1,12/15/2020,12/15/2020,9,"Created blog posts, videos, and infographics for a product launch.",3,483
338,43,E-commerce Website Development,5,7/24/2023,7/24/2023,10,Built a responsive web store with secure payments and user login.,45,177
339,759,Network Security Assessment,20,04-04-2022,04-04-2022,1,Conducted audits and applied firewall and encryption strategies.,20,25
340,859,Cloud Architecture Design,16,9/24/2021,9/24/2021,1,Designed a scalable cloud system using AWS services for high uptime.,96,16
341,146,Project on AI for Healthcare,6,8/21/2024,8/21/2024,6,Developed a model for predicting health outcomes using machine learning.,11,298
342,435,Network Security Assessment,17,12-04-2022,12-04-2022,5,Conducted audits and applied firewall and encryption strategies.,54,139
343,724,Cloud Architecture Design,20,9/28/2022,9/28/2022,5,Designed a scalable cloud system using AWS services for high uptime.,61,438
344,281,Content Marketing Campaign,3,10/19/2021,10/19/2021,2,"Created blog posts, videos, and infographics for a product launch.",86,60
345,239,E-commerce Website Development,4,7/15/2024,7/15/2024,2,Built a responsive web store with secure payments and user login.,35,475
346,81,Network Security Assessment,16,11/21/2022,11/21/2022,7,Conducted audits and applied firewall and encryption strategies.,21,493
347,214,E-commerce Website Development,1,09-11-2024,09-11-2024,1,Built a responsive web store with secure payments and user login.,80,48
348,138,Network Security Assessment,9,12-10-2020,12-10-2020,4,Conducted audits and applied firewall and encryption strategies.,14,168
349,703,Content Marketing Campaign,19,7/17/2021,7/17/2021,3,"Created blog posts, videos, and infographics for a product launch.",22,446
350,45,Content Marketing Campaign,2,4/15/2024,4/15/2024,4,"Created blog posts, videos, and infographics for a product launch.",28,409
351,736,Cloud Architecture Design,19,5/21/2021,5/21/2021,10,Designed a scalable cloud system using AWS services for high uptime.,34,135
352,518,Project on AI for Healthcare,18,2/19/2023,2/19/2023,7,Developed a model for predicting health outcomes using machine learning.,6,47
353,727,Cloud Architecture Design,20,6/13/2020,6/13/2020,7,Designed a scalable cloud system using AWS services for high uptime.,74,236
354,773,Mobile App Prototype Design,9,2/21/2022,2/21/2022,6,Prototyped a mobile app with a strong focus on UX and accessibility.,60,278
355,480,Cloud Architecture Design,2,2/21/2024,2/21/2024,8,Designed a scalable cloud system using AWS services for high uptime.,20,125
356,184,Project on AI for Healthcare,15,12-12-2021,12-12-2021,1,Developed a model for predicting health outcomes using machine learning.,60,438
357,370,E-commerce Website Development,15,8/25/2022,8/25/2022,2,Built a responsive web store with secure payments and user login.,30,183
358,34,Content Marketing Campaign,9,9/29/2020,9/29/2020,7,"Created blog posts, videos, and infographics for a product launch.",5,16
359,956,Mobile App Prototype Design,18,12/26/2021,12/26/2021,9,Prototyped a mobile app with a strong focus on UX and accessibility.,58,396
360,733,Mobile App Prototype Design,15,2/21/2022,2/21/2022,2,Prototyped a mobile app with a strong focus on UX and accessibility.,46,244
361,359,E-commerce Website Development,5,5/16/2024,5/16/2024,7,Built a responsive web store with secure payments and user login.,16,239
362,79,Project on AI for Healthcare,20,12/19/2022,12/19/2022,10,Developed a model for predicting health outcomes using machine learning.,39,480
363,507,Network Security Assessment,18,05-07-2024,05-07-2024,7,Conducted audits and applied firewall and encryption strategies.,43,384
364,376,Network Security Assessment,8,12/21/2022,12/21/2022,10,Conducted audits and applied firewall and encryption strategies.,97,59
365,254,Cloud Architecture Design,13,3/21/2021,3/21/2021,7,Designed a scalable cloud system using AWS services for high uptime.,84,233
366,460,E-commerce Website Development,10,5/31/2021,5/31/2021,5,Built a responsive web store with secure payments and user login.,40,352
367,80,Mobile App Prototype Design,12,5/18/2020,5/18/2020,10,Prototyped a mobile app with a strong focus on UX and accessibility.,36,212
368,474,Network Security Assessment,18,8/29/2023,8/29/2023,10,Conducted audits and applied firewall and encryption strategies.,42,348
369,605,Mobile App Prototype Design,19,03-11-2023,03-11-2023,3,Prototyped a mobile app with a strong focus on UX and accessibility.,69,287
370,749,Cloud Architecture Design,14,10/14/2022,10/14/2022,5,Designed a scalable cloud system using AWS services for high uptime.,70,293
371,275,Network Security Assessment,19,10/20/2022,10/20/2022,5,Conducted audits and applied firewall and encryption strategies.,89,469
372,873,Mobile App Prototype Design,7,2/20/2023,2/20/2023,7,Prototyped a mobile app with a strong focus on UX and accessibility.,81,51
373,637,Cloud Architecture Design,10,2/28/2020,2/28/2020,6,Designed a scalable cloud system using AWS services for high uptime.,36,114
374,151,E-commerce Website Development,1,3/21/2022,3/21/2022,2,Built a responsive web store with secure payments and user login.,20,244
375,58,Project on AI for Healthcare,2,10-01-2022,10-01-2022,7,Developed a model for predicting health outcomes using machine learning.,92,450
376,46,Project on AI for Healthcare,18,3/18/2021,3/18/2021,8,Developed a model for predicting health outcomes using machine learning.,89,372
377,654,Cloud Architecture Design,18,5/26/2023,5/26/2023,7,Designed a scalable cloud system using AWS services for high uptime.,9,68
378,661,Network Security Assessment,8,11-01-2022,11-01-2022,3,Conducted audits and applied firewall and encryption strategies.,76,391
379,890,Cloud Architecture Design,3,5/28/2021,5/28/2021,6,Designed a scalable cloud system using AWS services for high uptime.,88,388
380,380,Project on AI for Healthcare,8,3/24/2021,3/24/2021,1,Developed a model for predicting health outcomes using machine learning.,22,258
381,255,E-commerce Website Development,9,6/19/2021,6/19/2021,10,Built a responsive web store with secure payments and user login.,52,350
382,845,Content Marketing Campaign,5,03-09-2023,03-09-2023,2,"Created blog posts, videos, and infographics for a product launch.",8,21
383,155,Cloud Architecture Design,16,3/28/2021,3/28/2021,8,Designed a scalable cloud system using AWS services for high uptime.,30,168
384,142,Cloud Architecture Design,10,04-11-2024,04-11-2024,6,Designed a scalable cloud system using AWS services for high uptime.,11,127
385,331,Project on AI for Healthcare,9,8/23/2020,8/23/2020,2,Developed a model for predicting health outcomes using machine learning.,64,442
386,894,Project on AI for Healthcare,10,11/15/2024,11/15/2024,4,Developed a model for predicting health outcomes using machine learning.,60,193
387,268,E-commerce Website Development,4,05-03-2024,05-03-2024,4,Built a responsive web store with secure payments and user login.,52,314
388,114,Mobile App Prototype Design,8,8/21/2022,8/21/2022,3,Prototyped a mobile app with a strong focus on UX and accessibility.,32,304
389,686,Project on AI for Healthcare,6,02-02-2023,02-02-2023,8,Developed a model for predicting health outcomes using machine learning.,78,476
390,957,Content Marketing Campaign,4,11/28/2023,11/28/2023,3,"Created blog posts, videos, and infographics for a product launch.",57,99
391,261,Project on AI for Healthcare,12,09-01-2020,09-01-2020,9,Developed a model for predicting health outcomes using machine learning.,58,340
392,150,Cloud Architecture Design,2,2/27/2024,2/27/2024,4,Designed a scalable cloud system using AWS services for high uptime.,47,179
393,456,Project on AI for Healthcare,5,12-01-2024,12-01-2024,4,Developed a model for predicting health outcomes using machine learning.,87,362
394,232,Content Marketing Campaign,7,5/18/2023,5/18/2023,6,"Created blog posts, videos, and infographics for a product launch.",3,247
395,278,Content Marketing Campaign,7,08-05-2021,08-05-2021,10,"Created blog posts, videos, and infographics for a product launch.",37,151
396,743,E-commerce Website Development,6,09-12-2024,09-12-2024,1,Built a responsive web store with secure payments and user login.,36,367
397,430,Network Security Assessment,12,01-02-2024,01-02-2024,7,Conducted audits and applied firewall and encryption strategies.,75,409
398,877,Mobile App Prototype Design,5,03-02-2022,03-02-2022,4,Prototyped a mobile app with a strong focus on UX and accessibility.,74,184
399,567,Project on AI for Healthcare,14,12-03-2023,12-03-2023,2,Developed a model for predicting health outcomes using machine learning.,84,301
400,818,Mobile App Prototype Design,2,2/23/2022,2/23/2022,10,Prototyped a mobile app with a strong focus on UX and accessibility.,11,172
401,878,E-commerce Website Development,6,4/14/2024,4/14/2024,10,Built a responsive web store with secure payments and user login.,89,481
402,982,Content Marketing Campaign,15,05-01-2020,05-01-2020,8,"Created blog posts, videos, and infographics for a product launch.",60,263
403,400,Content Marketing Campaign,2,3/22/2021,3/22/2021,1,"Created blog posts, videos, and infographics for a product launch.",2,314
404,300,E-commerce Website Development,13,12/21/2021,12/21/2021,10,Built a responsive web store with secure payments and user login.,32,126
405,452,Content Marketing Campaign,6,10-10-2023,10-10-2023,1,"Created blog posts, videos, and infographics for a product launch.",100,399
406,384,E-commerce Website Development,14,06-04-2024,06-04-2024,10,Built a responsive web store with secure payments and user login.,52,147
407,409,Mobile App Prototype Design,6,3/17/2024,3/17/2024,9,Prototyped a mobile app with a strong focus on UX and accessibility.,18,295
408,449,Mobile App Prototype Design,11,01-08-2023,01-08-2023,2,Prototyped a mobile app with a strong focus on UX and accessibility.,66,102
409,294,Content Marketing Campaign,10,12/31/2020,12/31/2020,3,"Created blog posts, videos, and infographics for a product launch.",90,232
410,206,Network Security Assessment,7,04-10-2020,04-10-2020,8,Conducted audits and applied firewall and encryption strategies.,62,13
411,644,Mobile App Prototype Design,20,05-11-2020,05-11-2020,4,Prototyped a mobile app with a strong focus on UX and accessibility.,37,284
412,419,Content Marketing Campaign,13,11/13/2021,11/13/2021,7,"Created blog posts, videos, and infographics for a product launch.",21,388
413,126,Content Marketing Campaign,2,05-11-2020,05-11-2020,6,"Created blog posts, videos, and infographics for a product launch.",18,97
414,859,Mobile App Prototype Design,4,10/15/2021,10/15/2021,7,Prototyped a mobile app with a strong focus on UX and accessibility.,42,348
415,885,Project on AI for Healthcare,3,01-08-2021,01-08-2021,7,Developed a model for predicting health outcomes using machine learning.,19,440
416,508,Mobile App Prototype Design,20,06-07-2024,06-07-2024,5,Prototyped a mobile app with a strong focus on UX and accessibility.,67,144
417,102,Cloud Architecture Design,7,4/16/2023,4/16/2023,4,Designed a scalable cloud system using AWS services for high uptime.,63,139
418,635,E-commerce Website Development,4,3/14/2023,3/14/2023,4,Built a responsive web store with secure payments and user login.,4,80
419,762,Network Security Assessment,17,1/21/2023,1/21/2023,5,Conducted audits and applied firewall and encryption strategies.,90,88
420,685,Mobile App Prototype Design,15,03-05-2023,03-05-2023,10,Prototyped a mobile app with a strong focus on UX and accessibility.,44,73
421,729,Network Security Assessment,17,11/24/2023,11/24/2023,3,Conducted audits and applied firewall and encryption strategies.,79,85
422,721,Mobile App Prototype Design,3,03-10-2023,03-10-2023,8,Prototyped a mobile app with a strong focus on UX and accessibility.,53,257
423,716,Cloud Architecture Design,7,09-06-2024,09-06-2024,8,Designed a scalable cloud system using AWS services for high uptime.,50,134
424,730,Project on AI for Healthcare,9,10/31/2021,10/31/2021,1,Developed a model for predicting health outcomes using machine learning.,35,106
425,523,Cloud Architecture Design,9,03-08-2020,03-08-2020,6,Designed a scalable cloud system using AWS services for high uptime.,2,268
426,537,Project on AI for Healthcare,2,11-04-2021,11-04-2021,6,Developed a model for predicting health outcomes using machine learning.,45,228
427,302,Network Security Assessment,14,4/18/2022,4/18/2022,7,Conducted audits and applied firewall and encryption strategies.,4,300
428,507,Mobile App Prototype Design,19,7/31/2023,7/31/2023,9,Prototyped a mobile app with a strong focus on UX and accessibility.,85,28
429,301,Content Marketing Campaign,18,6/28/2024,6/28/2024,6,"Created blog posts, videos, and infographics for a product launch.",66,333
430,762,Content Marketing Campaign,18,5/21/2023,5/21/2023,7,"Created blog posts, videos, and infographics for a product launch.",23,292
431,916,Content Marketing Campaign,13,2/20/2023,2/20/2023,2,"Created blog posts, videos, and infographics for a product launch.",74,126
432,930,Project on AI for Healthcare,2,1/25/2021,1/25/2021,9,Developed a model for predicting health outcomes using machine learning.,54,462
433,171,Content Marketing Campaign,5,10-05-2022,10-05-2022,2,"Created blog posts, videos, and infographics for a product launch.",39,241
434,717,Content Marketing Campaign,10,1/31/2022,1/31/2022,10,"Created blog posts, videos, and infographics for a product launch.",64,159
435,269,Cloud Architecture Design,6,12/27/2021,12/27/2021,4,Designed a scalable cloud system using AWS services for high uptime.,57,244
436,797,Mobile App Prototype Design,16,3/18/2020,3/18/2020,9,Prototyped a mobile app with a strong focus on UX and accessibility.,6,408
437,797,Network Security Assessment,17,7/13/2021,7/13/2021,6,Conducted audits and applied firewall and encryption strategies.,26,236
438,214,Content Marketing Campaign,6,03-12-2024,03-12-2024,7,"Created blog posts, videos, and infographics for a product launch.",14,237
439,171,Content Marketing Campaign,20,12/17/2021,12/17/2021,4,"Created blog posts, videos, and infographics for a product launch.",31,252
440,194,E-commerce Website Development,14,5/15/2021,5/15/2021,8,Built a responsive web store with secure payments and user login.,17,141
441,567,E-commerce Website Development,14,7/19/2020,7/19/2020,2,Built a responsive web store with secure payments and user login.,28,241
442,647,Mobile App Prototype Design,15,11/21/2023,11/21/2023,10,Prototyped a mobile app with a strong focus on UX and accessibility.,34,483
443,147,Cloud Architecture Design,8,7/15/2020,7/15/2020,3,Designed a scalable cloud system using AWS services for high uptime.,4,243
444,508,Mobile App Prototype Design,9,6/23/2020,6/23/2020,4,Prototyped a mobile app with a strong focus on UX and accessibility.,57,445
445,269,Cloud Architecture Design,3,9/21/2022,9/21/2022,2,Designed a scalable cloud system using AWS services for high uptime.,49,17
446,556,Network Security Assessment,15,12/15/2023,12/15/2023,9,Conducted audits and applied firewall and encryption strategies.,3,381
447,651,E-commerce Website Development,19,03-05-2020,03-05-2020,4,Built a responsive web store with secure payments and user login.,81,293
448,965,Mobile App Prototype Design,16,1/31/2022,1/31/2022,2,Prototyped a mobile app with a strong focus on UX and accessibility.,25,46
449,412,Mobile App Prototype Design,19,01-08-2020,01-08-2020,8,Prototyped a mobile app with a strong focus on UX and accessibility.,96,495
450,697,Project on AI for Healthcare,8,03-12-2023,03-12-2023,2,Developed a model for predicting health outcomes using machine learning.,91,452
451,261,Network Security Assessment,20,03-01-2022,03-01-2022,3,Conducted audits and applied firewall and encryption strategies.,26,239
452,441,Project on AI for Healthcare,9,1/20/2022,1/20/2022,5,Developed a model for predicting health outcomes using machine learning.,96,214
453,770,E-commerce Website Development,2,4/24/2021,4/24/2021,5,Built a responsive web store with secure payments and user login.,17,106
454,483,E-commerce Website Development,15,2/23/2022,2/23/2022,5,Built a responsive web store with secure payments and user login.,92,399
455,555,E-commerce Website Development,7,06-09-2022,06-09-2022,5,Built a responsive web store with secure payments and user login.,77,168
456,971,Network Security Assessment,19,8/24/2023,8/24/2023,10,Conducted audits and applied firewall and encryption strategies.,53,462
457,278,Content Marketing Campaign,16,6/24/2024,6/24/2024,2,"Created blog posts, videos, and infographics for a product launch.",61,235
458,396,Project on AI for Healthcare,19,11/28/2022,11/28/2022,8,Developed a model for predicting health outcomes using machine learning.,89,239
459,154,Cloud Architecture Design,13,9/24/2022,9/24/2022,8,Designed a scalable cloud system using AWS services for high uptime.,27,244
460,518,Network Security Assessment,13,12-01-2023,12-01-2023,8,Conducted audits and applied firewall and encryption strategies.,18,403
461,263,Mobile App Prototype Design,8,06-10-2020,06-10-2020,7,Prototyped a mobile app with a strong focus on UX and accessibility.,66,101
462,682,Cloud Architecture Design,8,05-07-2022,05-07-2022,2,Designed a scalable cloud system using AWS services for high uptime.,42,328
463,487,Project on AI for Healthcare,19,08-01-2020,08-01-2020,5,Developed a model for predicting health outcomes using machine learning.,46,21
464,853,Network Security Assessment,10,7/19/2024,7/19/2024,1,Conducted audits and applied firewall and encryption strategies.,66,141
465,508,Content Marketing Campaign,9,10/13/2023,10/13/2023,10,"Created blog posts, videos, and infographics for a product launch.",31,207
466,402,Network Security Assessment,15,4/24/2024,4/24/2024,8,Conducted audits and applied firewall and encryption strategies.,45,181
