GTS_USER_WORK_EXPERIENCE_ID,GTS_USER_ID,GTS_USER_COMPANY_ID,GTS_USER_JOB_TITLE_ID,GTS_USER_PROJECT_SKILL_IDS,GTS_USER_JOB_DESCRIPTION,GTS_USER_WORK_START_DATE,IS_CURRENTLY_WORKING,GTS_USER_WORK_END_DATE,GTS_CITY_ID,IS_SELF_EMPLOYED
264,724,730,173,"9,97,368",Managed cross-functional agile teams.,07-11-2017,FALSE,07-11-2018,50,FALSE
265,806,629,974,321,Managed cross-functional agile teams.,05-12-2023,FALSE,05-12-2026,956,TRUE
266,870,272,364,"276,181,11",Automated reporting and data visualization tasks.,11/25/2014,FALSE,11/25/2015,992,TRUE
267,257,,324,203,Designed and deployed scalable backend services.,05-09-2012,TRUE,,577,FALSE
268,18,165,177,"82,490",Oversaw quality assurance and testing processes.,03-05-2016,TRUE,,,FALSE
269,221,413,730,"4,57,175",Automated reporting and data visualization tasks.,03-02-2018,TRUE,,372,TRUE
270,847,788,525,"32,224,48",Designed and deployed scalable backend services.,5/29/2021,FALSE,5/29/2025,314,TRUE
271,110,751,37,"24,14,22,199",Designed and deployed scalable backend services.,10/27/2016,TRUE,,189,FALSE
272,770,798,939,"3,84,303",Designed and deployed scalable backend services.,5/20/2021,FALSE,5/20/2025,180,FALSE
273,23,416,859,425,Managed cross-functional agile teams.,09-10-2023,FALSE,09-10-2028,666,TRUE
274,194,297,176,"2,59,142",Led DevOps efforts across multiple environments.,8/29/2021,TRUE,,237,FALSE
275,287,378,95,307,Developed user-centric frontend applications.,6/29/2020,TRUE,,,FALSE
276,82,168,680,"4,28,239",Oversaw quality assurance and testing processes.,09-07-2016,TRUE,,552,FALSE
277,132,959,352,386,Led DevOps efforts across multiple environments.,3/22/2012,TRUE,,657,FALSE
278,791,751,864,"1,25,26,196",Automated reporting and data visualization tasks.,11-03-2020,TRUE,,343,FALSE
279,195,171,179,89,Automated reporting and data visualization tasks.,12/15/2010,TRUE,,943,TRUE
280,522,,476,207,Developed user-centric frontend applications.,8/15/2022,FALSE,8/15/2025,,TRUE
281,431,,45,"2,10,338",Oversaw quality assurance and testing processes.,07-11-2010,FALSE,07-11-2014,490,TRUE
282,663,874,447,"2,59,283",Oversaw quality assurance and testing processes.,5/26/2018,TRUE,,572,TRUE
283,80,312,356,"8,31,32,333",Oversaw quality assurance and testing processes.,4/18/2016,TRUE,,160,FALSE
284,65,648,997,"149,280,99",Led DevOps efforts across multiple environments.,3/26/2010,TRUE,,18,TRUE
285,22,,789,"8,52,61,341",Automated reporting and data visualization tasks.,06-09-2023,FALSE,06-09-2028,306,TRUE
286,610,934,967,496,Led DevOps efforts across multiple environments.,10-04-2012,FALSE,10-04-2015,674,TRUE
287,21,,95,229,Developed user-centric frontend applications.,6/15/2018,TRUE,,,FALSE
288,734,,532,298,Automated reporting and data visualization tasks.,12/23/2012,FALSE,12/23/2017,175,FALSE
289,316,,738,451,Designed and deployed scalable backend services.,4/15/2010,FALSE,4/15/2015,230,TRUE
290,28,,572,"3,89,361",Led DevOps efforts across multiple environments.,11-12-2018,FALSE,11-12-2022,41,TRUE
291,241,,676,"66,384",Oversaw quality assurance and testing processes.,11/30/2013,TRUE,,107,TRUE
292,311,,575,492,Led DevOps efforts across multiple environments.,6/14/2020,TRUE,,202,TRUE
293,635,411,741,"4,01,198",Designed and deployed scalable backend services.,04-06-2018,TRUE,,,TRUE
294,118,,872,79,Led DevOps efforts across multiple environments.,8/28/2012,TRUE,,938,FALSE
295,789,223,998,125,Designed and deployed scalable backend services.,1/18/2011,FALSE,1/18/2012,,TRUE
296,801,705,856,"326,82",Managed cross-functional agile teams.,8/30/2015,TRUE,,560,TRUE
297,249,764,265,"181,78",Managed cross-functional agile teams.,12/13/2011,FALSE,12/13/2016,618,TRUE
298,781,,141,"22,32,06,124",Designed and deployed scalable backend services.,12/24/2016,TRUE,,746,FALSE
299,254,260,686,"137,74",Managed cross-functional agile teams.,12/31/2019,FALSE,12/31/2021,988,FALSE
300,867,493,934,"1,92,70,385",Developed user-centric frontend applications.,12/23/2014,TRUE,,199,FALSE
301,444,,556,"1,70,314",Developed user-centric frontend applications.,12/28/2019,TRUE,,10,TRUE
302,413,,428,"4,44,88,138",Designed and deployed scalable backend services.,02-07-2020,FALSE,02-07-2021,712,TRUE
303,934,627,829,307,Oversaw quality assurance and testing processes.,9/18/2013,TRUE,,872,TRUE
304,970,234,167,213,Led DevOps efforts across multiple environments.,7/25/2015,FALSE,7/25/2020,,TRUE
305,568,,706,"350,17",Designed and deployed scalable backend services.,10/24/2021,FALSE,10/24/2024,906,TRUE
306,708,941,173,"3,82,323",Managed cross-functional agile teams.,02-05-2022,TRUE,,139,FALSE
307,735,130,382,"9,80,461",Designed and deployed scalable backend services.,1/31/2022,TRUE,,344,FALSE
308,810,,404,50,Oversaw quality assurance and testing processes.,5/21/2013,TRUE,,303,FALSE
309,861,,848,"454,126,27",Designed and deployed scalable backend services.,03-09-2010,FALSE,03-09-2015,,FALSE
310,686,,749,"2,38,122",Automated reporting and data visualization tasks.,11-08-2014,FALSE,11-08-2017,91,FALSE
311,390,951,789,"4,99,460",Led DevOps efforts across multiple environments.,12/22/2013,TRUE,,719,TRUE
312,109,423,427,"2,51,342",Managed cross-functional agile teams.,9/27/2013,FALSE,9/27/2014,126,FALSE
313,933,,934,499,Oversaw quality assurance and testing processes.,10/26/2015,FALSE,10/26/2017,,TRUE
314,396,,726,"313,8,54",Automated reporting and data visualization tasks.,9/28/2013,FALSE,9/28/2017,567,FALSE
315,411,,43,"3,21,162",Led DevOps efforts across multiple environments.,1/24/2012,TRUE,,279,TRUE
316,713,369,701,"3,07,200",Developed user-centric frontend applications.,4/21/2019,FALSE,4/21/2024,566,FALSE
317,815,850,814,321,Oversaw quality assurance and testing processes.,10/17/2013,TRUE,,909,TRUE
318,546,554,863,"24,79,392",Automated reporting and data visualization tasks.,6/23/2016,FALSE,6/23/2018,408,TRUE
319,656,,761,348,Led DevOps efforts across multiple environments.,5/24/2012,TRUE,,,FALSE
320,117,,678,"2,37,365",Developed user-centric frontend applications.,3/19/2013,FALSE,3/19/2018,634,TRUE
321,114,117,480,220,Developed user-centric frontend applications.,07-04-2014,TRUE,,967,FALSE
322,102,54,943,"3,81,306",Led DevOps efforts across multiple environments.,01-05-2018,TRUE,,,TRUE
323,950,849,7,"3,95,48,441",Designed and deployed scalable backend services.,09-05-2022,FALSE,09-05-2027,760,TRUE
324,596,,573,"43,92,06,476",Designed and deployed scalable backend services.,1/28/2011,TRUE,,220,FALSE
325,683,754,512,"244,46",Oversaw quality assurance and testing processes.,06-06-2023,FALSE,06-06-2025,9,FALSE
326,593,542,922,"3,13,72,149",Developed user-centric frontend applications.,11-11-2019,FALSE,11-11-2021,,FALSE
327,18,303,869,"395,1,265",Led DevOps efforts across multiple environments.,2/25/2012,FALSE,2/25/2015,817,TRUE
328,271,382,358,"3,85,290",Managed cross-functional agile teams.,5/20/2014,TRUE,,483,TRUE
329,984,,64,"38,13,61,328",Managed cross-functional agile teams.,05-12-2015,FALSE,05-12-2017,873,TRUE
330,541,,395,"23,31,25,212",Managed cross-functional agile teams.,08-03-2021,FALSE,08-03-2025,821,TRUE
331,437,,498,"4,75,188",Led DevOps efforts across multiple environments.,9/17/2014,FALSE,9/17/2018,644,FALSE
332,259,941,439,134,Automated reporting and data visualization tasks.,12/22/2015,FALSE,12/22/2019,,FALSE
333,980,741,307,"18,54,49,249",Managed cross-functional agile teams.,5/26/2021,TRUE,,670,TRUE
334,176,,357,"33,94,31,444",Managed cross-functional agile teams.,11-06-2022,FALSE,11-06-2027,923,FALSE
335,898,,347,"494,66",Developed user-centric frontend applications.,10/19/2016,TRUE,,652,TRUE
336,470,,186,16,Automated reporting and data visualization tasks.,3/19/2015,TRUE,,,FALSE
337,592,246,286,155,Managed cross-functional agile teams.,6/18/2012,TRUE,,558,FALSE
338,264,435,977,442,Oversaw quality assurance and testing processes.,01-01-2017,TRUE,,188,TRUE
339,646,401,193,"21,44,35,461",Led DevOps efforts across multiple environments.,05-03-2014,TRUE,,600,TRUE
340,177,648,276,"2,64,244",Designed and deployed scalable backend services.,12/28/2013,TRUE,,,TRUE
341,588,,679,"28,34,14,113",Developed user-centric frontend applications.,06-10-2021,FALSE,06-10-2026,695,FALSE
342,134,,99,"28,358,52",Automated reporting and data visualization tasks.,03-06-2010,FALSE,03-06-2012,943,FALSE
343,868,959,61,447,Managed cross-functional agile teams.,3/28/2015,FALSE,3/28/2016,728,FALSE
344,844,,986,"3,51,132",Led DevOps efforts across multiple environments.,12-04-2012,TRUE,,179,TRUE
345,692,15,419,"14,24,42,425",Developed user-centric frontend applications.,2/26/2017,FALSE,2/26/2021,952,TRUE
346,883,619,220,"23,62,63,185",Automated reporting and data visualization tasks.,11/16/2020,TRUE,,471,TRUE
347,202,246,934,"22,02,77,442",Automated reporting and data visualization tasks.,12/14/2010,TRUE,,252,TRUE
348,288,226,84,113,Automated reporting and data visualization tasks.,04-10-2015,FALSE,04-10-2017,626,FALSE
349,908,,2,"61,130",Automated reporting and data visualization tasks.,7/23/2022,TRUE,,312,TRUE
350,633,505,432,"4,92,499",Managed cross-functional agile teams.,9/16/2023,TRUE,,632,FALSE
351,72,,874,"44,22,18,472",Led DevOps efforts across multiple environments.,11-08-2021,TRUE,,122,TRUE
352,4,,902,"306,140,47",Automated reporting and data visualization tasks.,5/21/2016,TRUE,,180,FALSE
353,25,790,92,"4,78,108",Managed cross-functional agile teams.,6/30/2022,FALSE,6/30/2024,607,FALSE
354,668,,854,"2,449",Led DevOps efforts across multiple environments.,7/31/2015,TRUE,,737,TRUE
355,631,412,94,"34,93,59,105",Developed user-centric frontend applications.,08-07-2021,FALSE,08-07-2022,880,TRUE
356,671,,400,80,Oversaw quality assurance and testing processes.,06-12-2014,TRUE,,311,FALSE
357,97,734,426,"53,213",Oversaw quality assurance and testing processes.,12/24/2016,FALSE,12/24/2020,,FALSE
358,638,,117,391,Automated reporting and data visualization tasks.,7/25/2018,TRUE,,704,FALSE
359,509,,389,205,Designed and deployed scalable backend services.,7/19/2019,FALSE,7/19/2024,181,TRUE
360,342,286,768,"30,41,60,203",Oversaw quality assurance and testing processes.,8/22/2013,TRUE,,847,FALSE
361,796,881,607,"162,58",Managed cross-functional agile teams.,02-07-2022,FALSE,02-07-2023,669,TRUE
362,499,322,355,"301,89",Designed and deployed scalable backend services.,12/14/2018,TRUE,,,FALSE
363,211,270,4,"7,32,91,243",Led DevOps efforts across multiple environments.,07-04-2011,TRUE,,,FALSE
364,209,,317,225,Oversaw quality assurance and testing processes.,01-04-2021,FALSE,01-04-2024,205,TRUE
365,668,430,254,461,Developed user-centric frontend applications.,10/20/2021,FALSE,10/20/2023,198,TRUE
366,319,91,862,"1,03,187",Designed and deployed scalable backend services.,3/25/2022,FALSE,3/25/2026,744,FALSE
367,249,191,230,"8,94,97,269",Developed user-centric frontend applications.,11/25/2019,FALSE,11/25/2022,,TRUE
368,158,,871,102,Led DevOps efforts across multiple environments.,1/26/2019,TRUE,,,FALSE
369,117,,66,"420,171,13",Designed and deployed scalable backend services.,08-04-2023,TRUE,,137,FALSE
370,78,849,29,18,Led DevOps efforts across multiple environments.,05-08-2012,TRUE,,126,TRUE
371,721,,893,"4,03,470",Automated reporting and data visualization tasks.,05-06-2018,TRUE,,851,TRUE
372,666,,181,441,Led DevOps efforts across multiple environments.,02-12-2021,FALSE,02-12-2025,66,FALSE
373,860,498,73,"4,81,215",Designed and deployed scalable backend services.,1/13/2011,FALSE,1/13/2013,164,TRUE
374,554,,67,"407,53",Managed cross-functional agile teams.,2/24/2018,FALSE,2/24/2023,,FALSE
375,969,643,630,12,Managed cross-functional agile teams.,2/26/2019,FALSE,2/26/2024,372,FALSE
376,502,899,283,63,Oversaw quality assurance and testing processes.,01-09-2021,TRUE,,174,TRUE
377,564,,208,"2,54,442",Developed user-centric frontend applications.,5/16/2022,FALSE,5/16/2023,71,TRUE
378,823,,741,"402,50",Oversaw quality assurance and testing processes.,10/26/2015,FALSE,10/26/2016,480,TRUE
379,152,769,525,290,Developed user-centric frontend applications.,01-09-2023,TRUE,,66,FALSE
380,495,729,261,"44,54,77,392",Managed cross-functional agile teams.,09-11-2017,FALSE,09-11-2018,,TRUE
381,566,,634,312,Designed and deployed scalable backend services.,09-04-2020,FALSE,09-04-2025,,TRUE
382,918,360,917,"4,00,159",Automated reporting and data visualization tasks.,3/13/2010,FALSE,3/13/2013,968,FALSE
383,73,333,845,333,Automated reporting and data visualization tasks.,7/13/2012,TRUE,,802,FALSE
384,28,185,966,"96,413",Developed user-centric frontend applications.,06-06-2015,TRUE,,973,FALSE
385,873,211,670,"1,63,449",Oversaw quality assurance and testing processes.,09-09-2021,FALSE,09-09-2024,,TRUE
386,962,,744,"2,95,173",Designed and deployed scalable backend services.,2/27/2017,FALSE,2/27/2018,760,TRUE
387,556,112,765,258,Managed cross-functional agile teams.,8/13/2012,TRUE,,35,TRUE
388,39,57,570,"208,16",Automated reporting and data visualization tasks.,8/23/2016,FALSE,8/23/2017,348,FALSE
389,735,887,434,"4,41,490",Oversaw quality assurance and testing processes.,1/25/2021,FALSE,1/25/2024,,FALSE
390,147,,695,"289,374,65",Oversaw quality assurance and testing processes.,12/15/2020,FALSE,12/15/2021,576,TRUE
391,6,568,655,58,Designed and deployed scalable backend services.,3/28/2021,TRUE,,,TRUE
392,972,60,254,"4,97,45,141",Designed and deployed scalable backend services.,11-11-2012,FALSE,11-11-2014,570,FALSE
393,652,270,761,"12,32,32,487",Oversaw quality assurance and testing processes.,11-03-2012,TRUE,,,FALSE
394,182,264,183,"4,71,245",Designed and deployed scalable backend services.,02-11-2014,FALSE,02-11-2016,365,FALSE
395,697,13,872,426,Led DevOps efforts across multiple environments.,10/29/2012,FALSE,10/29/2017,207,FALSE
396,24,269,211,"45,496",Managed cross-functional agile teams.,11-08-2017,TRUE,,233,TRUE
397,753,142,575,"411,262,88",Developed user-centric frontend applications.,8/20/2018,TRUE,,119,FALSE
398,532,,292,"47,21,04,404",Managed cross-functional agile teams.,3/27/2019,TRUE,,318,TRUE
399,576,4,205,"38,434,66",Designed and deployed scalable backend services.,8/24/2010,FALSE,8/24/2015,370,TRUE
400,370,419,637,"4,19,435",Oversaw quality assurance and testing processes.,9/30/2010,FALSE,9/30/2013,424,FALSE
401,286,709,115,6,Led DevOps efforts across multiple environments.,2/17/2023,TRUE,,34,TRUE
402,421,999,72,"42,308",Designed and deployed scalable backend services.,9/21/2015,TRUE,,,FALSE
403,247,,911,244,Oversaw quality assurance and testing processes.,03-03-2016,TRUE,,49,TRUE
404,656,404,620,"2,13,445",Managed cross-functional agile teams.,9/24/2018,TRUE,,253,TRUE
405,565,619,53,"4,09,362",Oversaw quality assurance and testing processes.,2/19/2016,TRUE,,640,TRUE
406,565,822,502,"278,21",Managed cross-functional agile teams.,7/24/2011,FALSE,7/24/2015,682,TRUE
407,261,,993,213,Developed user-centric frontend applications.,10-02-2016,FALSE,10-02-2017,506,TRUE
408,449,592,170,"41,94,12,322",Automated reporting and data visualization tasks.,02-04-2022,TRUE,,217,TRUE
409,414,510,536,"487,99",Led DevOps efforts across multiple environments.,10-08-2010,FALSE,10-08-2015,628,FALSE
410,320,,734,400,Oversaw quality assurance and testing processes.,5/29/2021,TRUE,,743,FALSE
411,334,643,671,"275,91",Led DevOps efforts across multiple environments.,10/13/2015,TRUE,,,FALSE
412,921,,660,"21,43,58,443",Designed and deployed scalable backend services.,10/29/2016,FALSE,10/29/2017,334,TRUE
413,3,,328,297,Automated reporting and data visualization tasks.,05-07-2018,TRUE,,203,FALSE
414,960,,429,"240,64,52",Managed cross-functional agile teams.,01-01-2022,FALSE,01-01-2025,161,FALSE
415,292,305,410,"10,32,38,427",Designed and deployed scalable backend services.,11/20/2012,TRUE,,960,TRUE
416,80,711,967,190,Led DevOps efforts across multiple environments.,8/13/2023,FALSE,8/13/2024,47,FALSE
417,957,,535,303,Developed user-centric frontend applications.,9/25/2010,TRUE,,,TRUE
418,125,817,459,"42,97,380",Oversaw quality assurance and testing processes.,10-02-2010,TRUE,,,TRUE
419,967,641,722,"2,56,183",Developed user-centric frontend applications.,9/30/2017,FALSE,9/30/2019,,FALSE
420,557,955,765,"27,04,97,357",Developed user-centric frontend applications.,7/19/2022,TRUE,,403,FALSE
421,137,157,116,"94,84,379",Automated reporting and data visualization tasks.,3/27/2015,FALSE,3/27/2018,742,FALSE
422,55,,890,"47,81,178",Automated reporting and data visualization tasks.,2/16/2015,TRUE,,,FALSE
423,148,,209,"409,25",Automated reporting and data visualization tasks.,11/21/2010,FALSE,11/21/2013,,TRUE
424,361,,47,343,Designed and deployed scalable backend services.,10-03-2014,TRUE,,235,FALSE
425,942,655,992,375,Oversaw quality assurance and testing processes.,08-01-2019,TRUE,,865,FALSE
426,627,,131,"4,67,17,378",Managed cross-functional agile teams.,05-06-2014,FALSE,05-06-2015,806,TRUE
427,739,807,788,141,Led DevOps efforts across multiple environments.,5/15/2016,TRUE,,142,TRUE
428,890,866,24,"3,11,50,428",Oversaw quality assurance and testing processes.,10-05-2022,FALSE,10-05-2023,740,FALSE
429,357,,703,"2,46,344",Managed cross-functional agile teams.,1/27/2010,FALSE,1/27/2012,,TRUE
430,731,328,358,295,Automated reporting and data visualization tasks.,11/25/2016,TRUE,,633,TRUE
431,714,570,250,"36,03,85,484",Oversaw quality assurance and testing processes.,12/19/2014,TRUE,,210,FALSE
432,13,18,619,"1,24,154",Developed user-centric frontend applications.,9/29/2023,FALSE,9/29/2028,,TRUE
433,923,281,510,115,Designed and deployed scalable backend services.,11-08-2014,TRUE,,736,FALSE
434,919,,641,25,Managed cross-functional agile teams.,2/28/2016,FALSE,2/28/2021,990,FALSE
435,960,794,187,"2,38,411",Led DevOps efforts across multiple environments.,8/19/2020,FALSE,8/19/2022,,TRUE
436,194,,853,"7,31,73,336",Automated reporting and data visualization tasks.,08-08-2015,FALSE,08-08-2019,617,FALSE
437,947,761,248,"2,51,56,150",Developed user-centric frontend applications.,6/23/2023,FALSE,6/23/2027,713,FALSE
438,127,539,652,"37,11,41,403",Automated reporting and data visualization tasks.,7/15/2023,FALSE,7/15/2026,777,TRUE
439,553,359,505,"30,43,71,316",Managed cross-functional agile teams.,10/26/2016,FALSE,10/26/2021,257,TRUE
440,767,,685,237,Automated reporting and data visualization tasks.,11-08-2010,TRUE,,242,TRUE
441,413,216,892,"455,419,63",Designed and deployed scalable backend services.,08-01-2018,FALSE,08-01-2020,523,TRUE
442,560,989,228,"24,24,334",Automated reporting and data visualization tasks.,6/18/2019,TRUE,,529,TRUE
443,14,,601,248,Developed user-centric frontend applications.,8/28/2014,TRUE,,571,FALSE
444,936,848,870,"2,44,254",Developed user-centric frontend applications.,12-01-2017,TRUE,,822,TRUE
445,658,187,130,"1,41,111",Automated reporting and data visualization tasks.,8/13/2017,FALSE,8/13/2022,623,FALSE
446,852,582,759,"6,320",Designed and deployed scalable backend services.,4/30/2012,TRUE,,478,FALSE
447,740,917,404,26,Developed user-centric frontend applications.,1/23/2020,FALSE,1/23/2023,468,TRUE
448,455,,697,"2,38,436",Designed and deployed scalable backend services.,8/18/2018,FALSE,8/18/2020,714,TRUE
449,711,756,976,"43,63,86,338",Oversaw quality assurance and testing processes.,8/30/2018,FALSE,8/30/2023,648,FALSE
450,605,119,981,"80,484",Automated reporting and data visualization tasks.,6/28/2016,TRUE,,679,FALSE
451,988,107,961,452,Automated reporting and data visualization tasks.,03-04-2020,FALSE,03-04-2024,875,FALSE
452,325,523,153,"425,167,54",Automated reporting and data visualization tasks.,04-01-2020,FALSE,04-01-2025,762,TRUE
453,404,797,730,268,Led DevOps efforts across multiple environments.,11/15/2015,TRUE,,919,FALSE
454,697,513,351,340,Oversaw quality assurance and testing processes.,5/28/2012,TRUE,,65,FALSE
455,381,,897,"22,380",Designed and deployed scalable backend services.,12/23/2019,TRUE,,5,TRUE
456,411,,156,"260,50",Managed cross-functional agile teams.,11/22/2017,TRUE,,242,TRUE
457,136,833,646,"2,72,23,480",Oversaw quality assurance and testing processes.,01-11-2020,TRUE,,884,FALSE
458,286,,695,"2,98,499",Developed user-centric frontend applications.,02-12-2020,TRUE,,376,TRUE
459,932,,820,"4,10,15,265",Managed cross-functional agile teams.,4/29/2010,FALSE,4/29/2012,209,TRUE
460,894,508,678,"196,28",Developed user-centric frontend applications.,03-04-2022,TRUE,,122,FALSE
461,525,,103,10,Designed and deployed scalable backend services.,1/24/2013,FALSE,1/24/2015,921,FALSE
462,259,712,2,"455,498,44",Managed cross-functional agile teams.,07-06-2023,TRUE,,612,FALSE
463,816,399,568,444,Automated reporting and data visualization tasks.,10-09-2010,TRUE,,495,TRUE
464,648,362,638,494,Managed cross-functional agile teams.,6/30/2014,TRUE,,,FALSE
465,116,888,865,"259,17",Developed user-centric frontend applications.,6/27/2020,TRUE,,131,FALSE
466,775,913,525,190,Designed and deployed scalable backend services.,5/26/2016,TRUE,,807,TRUE
467,326,618,771,"3,91,351",Led DevOps efforts across multiple environments.,1/23/2017,TRUE,,235,FALSE
468,155,396,761,"12,44,99,273",Designed and deployed scalable backend services.,8/14/2018,FALSE,8/14/2022,429,TRUE
469,452,25,823,372,Designed and deployed scalable backend services.,4/13/2012,TRUE,,,FALSE
470,556,,301,439,Managed cross-functional agile teams.,9/24/2014,TRUE,,882,FALSE
471,320,,362,"333,365,74",Developed user-centric frontend applications.,7/14/2023,FALSE,7/14/2025,794,TRUE
472,58,273,551,"338,2",Designed and deployed scalable backend services.,3/28/2011,TRUE,,270,TRUE
473,238,158,828,201,Designed and deployed scalable backend services.,7/16/2015,FALSE,7/16/2017,673,FALSE
474,478,691,271,439,Led DevOps efforts across multiple environments.,02-11-2015,FALSE,02-11-2018,375,TRUE
475,617,928,358,399,Managed cross-functional agile teams.,2/16/2021,FALSE,2/16/2022,92,FALSE
476,580,,392,"3,99,403",Designed and deployed scalable backend services.,6/29/2016,FALSE,6/29/2021,236,FALSE
477,653,983,528,"3,10,356",Led DevOps efforts across multiple environments.,08-02-2013,FALSE,08-02-2015,415,FALSE
478,575,,998,"25,12,01,480",Oversaw quality assurance and testing processes.,8/24/2023,FALSE,8/24/2027,996,TRUE
479,219,760,172,49,Developed user-centric frontend applications.,1/19/2016,FALSE,1/19/2021,,FALSE
480,355,682,995,"42,45,343",Developed user-centric frontend applications.,7/13/2018,FALSE,7/13/2021,,TRUE
481,541,905,798,"2,39,64,253",Oversaw quality assurance and testing processes.,10-08-2018,TRUE,,,FALSE
482,448,291,55,"4,29,131",Led DevOps efforts across multiple environments.,6/20/2012,FALSE,6/20/2016,698,TRUE
483,527,893,993,"434,274,10",Developed user-centric frontend applications.,05-05-2013,FALSE,05-05-2017,420,FALSE
484,753,,507,333,Oversaw quality assurance and testing processes.,03-12-2017,TRUE,,118,TRUE
485,666,,959,"19,274,52",Led DevOps efforts across multiple environments.,12-02-2023,TRUE,,869,TRUE
486,997,656,275,"14,70,331",Designed and deployed scalable backend services.,11-04-2016,TRUE,,351,FALSE
487,452,,632,"2,73,10,263",Managed cross-functional agile teams.,7/26/2013,FALSE,7/26/2017,832,TRUE
488,463,227,514,"448,78",Led DevOps efforts across multiple environments.,2/17/2020,FALSE,2/17/2022,36,TRUE
489,313,20,669,270,Designed and deployed scalable backend services.,02-03-2019,FALSE,02-03-2022,542,FALSE
490,58,,958,"43,53,17,458",Oversaw quality assurance and testing processes.,6/30/2017,FALSE,6/30/2019,483,TRUE
491,711,938,279,"93,453",Automated reporting and data visualization tasks.,1/31/2010,TRUE,,,FALSE
492,558,,624,"424,386,41",Oversaw quality assurance and testing processes.,10-01-2014,FALSE,10-01-2017,660,FALSE
493,460,,552,"73,219,42",Developed user-centric frontend applications.,3/25/2017,FALSE,3/25/2022,730,FALSE
494,760,572,499,418,Managed cross-functional agile teams.,09-09-2014,TRUE,,992,FALSE
495,154,450,598,"4,21,410",Automated reporting and data visualization tasks.,11/30/2013,FALSE,11/30/2014,915,TRUE
496,108,827,838,"287,10,42",Oversaw quality assurance and testing processes.,9/28/2012,FALSE,9/28/2015,882,TRUE
497,926,,249,"22,198",Designed and deployed scalable backend services.,2/18/2020,FALSE,2/18/2022,296,TRUE
498,659,,802,"2,24,230",Led DevOps efforts across multiple environments.,06-04-2011,TRUE,,702,TRUE
499,487,366,169,"3,78,175",Automated reporting and data visualization tasks.,06-03-2012,TRUE,,87,TRUE
500,445,302,417,348,Designed and deployed scalable backend services.,1/27/2023,FALSE,1/27/2028,639,FALSE
501,623,136,643,45,Managed cross-functional agile teams.,03-12-2011,TRUE,,,FALSE
502,506,334,765,"42,33,27,472",Managed cross-functional agile teams.,9/20/2010,FALSE,9/20/2015,45,FALSE
503,911,,559,"2,42,293",Led DevOps efforts across multiple environments.,06-01-2020,FALSE,06-01-2025,641,FALSE
504,154,,129,396,Managed cross-functional agile teams.,02-07-2018,FALSE,02-07-2023,102,TRUE
505,683,,368,"3,79,216",Developed user-centric frontend applications.,3/20/2012,FALSE,3/20/2015,817,TRUE
506,959,484,455,"8,227",Managed cross-functional agile teams.,4/30/2010,TRUE,,870,TRUE
507,137,260,266,"8,41,87,282",Designed and deployed scalable backend services.,07-08-2019,TRUE,,,TRUE
508,849,499,186,"32,13,37,143",Automated reporting and data visualization tasks.,10/15/2018,TRUE,,701,FALSE
509,231,313,712,"64,283",Managed cross-functional agile teams.,6/23/2015,FALSE,6/23/2020,778,TRUE
510,450,,591,"33,84,20,232",Designed and deployed scalable backend services.,8/28/2020,TRUE,,,FALSE
511,322,860,775,393,Managed cross-functional agile teams.,5/13/2010,TRUE,,531,TRUE
512,213,,642,126,Designed and deployed scalable backend services.,10/14/2015,TRUE,,729,FALSE
513,707,122,970,"26,14,48,487",Automated reporting and data visualization tasks.,02-12-2015,FALSE,02-12-2017,254,FALSE
514,569,407,149,290,Oversaw quality assurance and testing processes.,11/27/2016,TRUE,,725,FALSE
515,188,,313,"13,91,19,132",Oversaw quality assurance and testing processes.,02-01-2019,TRUE,,406,TRUE
516,493,822,858,"20,04,52,395",Oversaw quality assurance and testing processes.,06-03-2018,FALSE,06-03-2021,447,FALSE
517,802,157,718,"11,44,02,298",Led DevOps efforts across multiple environments.,07-06-2020,TRUE,,465,TRUE
518,437,578,981,"32,28",Oversaw quality assurance and testing processes.,6/25/2011,FALSE,6/25/2013,,TRUE
519,547,,619,"327,375,72",Designed and deployed scalable backend services.,9/16/2020,TRUE,,860,TRUE
520,686,353,100,"3,43,125",Designed and deployed scalable backend services.,01-05-2012,FALSE,01-05-2017,652,FALSE
521,466,553,833,"1,49,141",Automated reporting and data visualization tasks.,5/24/2017,FALSE,5/24/2020,607,TRUE
522,47,58,963,"239,91",Managed cross-functional agile teams.,07-12-2013,FALSE,07-12-2015,,TRUE
523,910,696,860,"223,83",Managed cross-functional agile teams.,4/16/2013,FALSE,4/16/2016,424,FALSE
524,90,506,114,"3,46,237",Automated reporting and data visualization tasks.,3/15/2011,FALSE,3/15/2014,78,TRUE
525,973,,883,"38,405",Led DevOps efforts across multiple environments.,01-11-2023,FALSE,01-11-2028,133,TRUE
526,194,543,385,"2,43,98,142",Oversaw quality assurance and testing processes.,06-06-2013,FALSE,06-06-2015,488,TRUE
527,28,232,501,"21,82,93,193",Led DevOps efforts across multiple environments.,7/18/2021,FALSE,7/18/2025,,TRUE
528,292,162,921,237,Led DevOps efforts across multiple environments.,01-10-2011,TRUE,,520,FALSE
529,623,,573,"2,46,144",Managed cross-functional agile teams.,09-09-2020,TRUE,,498,TRUE
530,593,426,361,"27,67",Automated reporting and data visualization tasks.,10/16/2015,FALSE,10/16/2017,229,TRUE
